form,deprel,deps,misc,grafo,text,word_join,word_join_start,word_join_end,index_e,sentence,#sentence_original
Neoaptiano,obl,B=UNIDADE_CRONO,"{'end_char': '424617', 'grafo': '#Upper_Aptian_Subage', 'start_char': '424607'}",#Upper_Aptian_Subage,"O último traço de união entre América e África,    região    Paraíba,          , provavelmente,    Neoaptiano, permitindo, desde então, o início    livre circulação     águas    Oceano Atlântico..", Neoaptiano,99,109,16.0,26,318
águas,nmod,B=FLUIDODATERRA_o,"{'end_char': '424682', 'grafo': '#generic_earth_fluid', 'start_char': '424677'}",#generic_earth_fluid,"O último traço de união entre América e África,    região    Paraíba,          , provavelmente,    Neoaptiano, permitindo, desde então, o início    livre circulação     águas    Oceano Atlântico..", águas,169,174,27.0,26,318
rochas,obl,B=ROCHA,"{'end_char': '424794', 'grafo': '#sedimentary_rock', 'start_char': '424788'}",#sedimentary_rock,Esta interpretação é corroborada      presença de formas plantônicas tetianas     rochas sedimentares neoaptianas    Bacia de Sergipe. (Originais recebidos em 09.02.94.), rochas sedimentares,82,101,9.0,27,319
neoaptianas,amod,B=UNIDADE_CRONO,"{'end_char': '424819', 'grafo': '#Upper_Aptian_Subage', 'start_char': '424808'}",#Upper_Aptian_Subage,Esta interpretação é corroborada      presença de formas plantônicas tetianas     rochas sedimentares neoaptianas    Bacia de Sergipe. (Originais recebidos em 09.02.94.), neoaptianas,102,113,11.0,27,319
Bacia,nmod,B=BACIA,"{'end_char': '424828', 'grafo': '#BASE_CD_BACIA_116', 'start_char': '424823'}",#BASE_CD_BACIA_116,Esta interpretação é corroborada      presença de formas plantônicas tetianas     rochas sedimentares neoaptianas    Bacia de Sergipe. (Originais recebidos em 09.02.94.), Bacia de Sergipe,117,133,12.0,27,319
poços,nmod,B=POÇO,"{'end_char': '425793', 'grafo': '#POCO_CD_POCO_009065', 'start_char': '425788'}",#POCO_CD_POCO_009065,"A interpretação           em análise macroscópica e microscópica (Feijó, 1980)     testemunhos contínuos     poços 5-CPB-1A-SE e 7-CP-252-SE, situados, respectivamente,     chamadas áreas Central e    Embasamento    Campo de Carmópolis,    Bacia de Sergipe (fig. 1)..", poços 5-CPB-1A-SE,109,126,14.0,28,322
7-CP-252-SE,conj,B=POÇO,"{'end_char': '425819', 'grafo': '#POCO_CD_POCO_009757', 'start_char': '425808'}",#POCO_CD_POCO_009757,"A interpretação           em análise macroscópica e microscópica (Feijó, 1980)     testemunhos contínuos     poços 5-CPB-1A-SE e 7-CP-252-SE, situados, respectivamente,     chamadas áreas Central e    Embasamento    Campo de Carmópolis,    Bacia de Sergipe (fig. 1)..", 7-CP-252-SE,129,140,17.0,28,322
Embasamento,conj,B=UNIDADE_LITO,"{'end_char': '425891', 'grafo': '#SD_000', 'start_char': '425880'}",#SD_000,"A interpretação           em análise macroscópica e microscópica (Feijó, 1980)     testemunhos contínuos     poços 5-CPB-1A-SE e 7-CP-252-SE, situados, respectivamente,     chamadas áreas Central e    Embasamento    Campo de Carmópolis,    Bacia de Sergipe (fig. 1)..", Embasamento,201,212,27.0,28,322
Campo,nmod,B=CAMPO,"{'end_char': '425900', 'grafo': '#CAMP_CD_CAMPO_0249', 'start_char': '425895'}",#CAMP_CD_CAMPO_0249,"A interpretação           em análise macroscópica e microscópica (Feijó, 1980)     testemunhos contínuos     poços 5-CPB-1A-SE e 7-CP-252-SE, situados, respectivamente,     chamadas áreas Central e    Embasamento    Campo de Carmópolis,    Bacia de Sergipe (fig. 1)..", Campo de Carmópolis,216,235,28.0,28,322
Bacia,obl,B=BACIA,"{'end_char': '425924', 'grafo': '#BASE_CD_BACIA_116', 'start_char': '425919'}",#BASE_CD_BACIA_116,"A interpretação           em análise macroscópica e microscópica (Feijó, 1980)     testemunhos contínuos     poços 5-CPB-1A-SE e 7-CP-252-SE, situados, respectivamente,     chamadas áreas Central e    Embasamento    Campo de Carmópolis,    Bacia de Sergipe (fig. 1)..", Bacia de Sergipe,240,256,32.0,28,322
Formação,nmod,B=UNIDADE_LITO,"{'end_char': '426042', 'grafo': '#formacao_130', 'start_char': '426034'}",#formacao_130,"A seção testemunhada (figs. 2 e 3) abrange a parte inferior    Formação Riachuelo, Membro Taquari, e boa parte    Formação Muribeca, membros Oiteirinhos e 1 - Serviço de Recursos Humanos (SEREC), Centro de Treinamento    Sul e Sudeste (CEN-SUD), Área de Geologia, Rua General Canabarro, 500, 20271-900, Maracanã, Rio de Janeiro, RJ, Brasil..", Formação Riachuelo,63,81,13.0,29,324
Membro,conj,B=UNIDADE_LITO,"{'end_char': '426060', 'grafo': '#membro_007', 'start_char': '426054'}",#membro_007,"A seção testemunhada (figs. 2 e 3) abrange a parte inferior    Formação Riachuelo, Membro Taquari, e boa parte    Formação Muribeca, membros Oiteirinhos e 1 - Serviço de Recursos Humanos (SEREC), Centro de Treinamento    Sul e Sudeste (CEN-SUD), Área de Geologia, Rua General Canabarro, 500, 20271-900, Maracanã, Rio de Janeiro, RJ, Brasil..", Membro Taquari,83,97,16.0,29,324
Formação,nmod,B=UNIDADE_LITO,"{'end_char': '426093', 'grafo': '#formacao_117', 'start_char': '426085'}",#formacao_117,"A seção testemunhada (figs. 2 e 3) abrange a parte inferior    Formação Riachuelo, Membro Taquari, e boa parte    Formação Muribeca, membros Oiteirinhos e 1 - Serviço de Recursos Humanos (SEREC), Centro de Treinamento    Sul e Sudeste (CEN-SUD), Área de Geologia, Rua General Canabarro, 500, 20271-900, Maracanã, Rio de Janeiro, RJ, Brasil..", Formação Muribeca,114,131,22.0,29,324
membros,conj,B=UNIDADE_LITO,"{'end_char': '426111', 'grafo': '#membro_044', 'start_char': '426104'}",#membro_044,"A seção testemunhada (figs. 2 e 3) abrange a parte inferior    Formação Riachuelo, Membro Taquari, e boa parte    Formação Muribeca, membros Oiteirinhos e 1 - Serviço de Recursos Humanos (SEREC), Centro de Treinamento    Sul e Sudeste (CEN-SUD), Área de Geologia, Rua General Canabarro, 500, 20271-900, Maracanã, Rio de Janeiro, RJ, Brasil..", membros Oiteirinhos,133,152,25.0,29,324
Bacia,nmod,B=BACIA,"{'end_char': '426464', 'grafo': '#BASE_CD_BACIA_116', 'start_char': '426459'}",#BASE_CD_BACIA_116,A transição de sedimentação continental para’ marinha    Bacia de Sergipe teve início com a deposição em planície de sabkha     evaporitos e carbonatos laminados ou estromatolíticos    Membro Ibura.., Bacia de Sergipe,57,73,7.0,30,328
evaporitos,nmod,B=ROCHA,"{'end_char': '426540', 'grafo': '#evaporite', 'start_char': '426530'}",#evaporite,A transição de sedimentação continental para’ marinha    Bacia de Sergipe teve início com a deposição em planície de sabkha     evaporitos e carbonatos laminados ou estromatolíticos    Membro Ibura.., evaporitos,128,138,19.0,30,328
carbonatos,conj,B=ROCHA,"{'end_char': '426553', 'grafo': '#carbonatos', 'start_char': '426543'}",#carbonatos,A transição de sedimentação continental para’ marinha    Bacia de Sergipe teve início com a deposição em planície de sabkha     evaporitos e carbonatos laminados ou estromatolíticos    Membro Ibura.., carbonatos,141,151,21.0,30,328
estromatolíticos,conj,B=TEXTURA,"{'end_char': '426583', 'grafo': '#textura_052', 'start_char': '426567'}",#textura_052,A transição de sedimentação continental para’ marinha    Bacia de Sergipe teve início com a deposição em planície de sabkha     evaporitos e carbonatos laminados ou estromatolíticos    Membro Ibura.., estromatolíticos,165,181,24.0,30,328
Membro,nmod,B=UNIDADE_LITO,"{'end_char': '426593', 'grafo': '#membro_061', 'start_char': '426587'}",#membro_061,A transição de sedimentação continental para’ marinha    Bacia de Sergipe teve início com a deposição em planície de sabkha     evaporitos e carbonatos laminados ou estromatolíticos    Membro Ibura.., Membro Ibura,185,197,25.0,30,328
Anidrita,nmod,B=ROCHA,"{'end_char': '426666', 'grafo': '#anhydrite', 'start_char': '426658'}",#anhydrite,"Este estágio se encerrou com a precipitação    chamada Anidrita Principal, com espessura em torno de 15 m, que marca o topo    Membro Ibura..", Anidrita,55,63,8.0,31,329
Membro,nmod,B=UNIDADE_LITO,"{'end_char': '426736', 'grafo': '#membro_061', 'start_char': '426730'}",#membro_061,"Este estágio se encerrou com a precipitação    chamada Anidrita Principal, com espessura em torno de 15 m, que marca o topo    Membro Ibura..", Membro Ibura,127,139,23.0,31,329
sedimentos,nmod,B=NÃOCONSOLID,"{'end_char': '426813', 'grafo': '#unconsolidated_earth_material', 'start_char': '426803'}",#unconsolidated_earth_material,"As planícies de sabkha se caracterizam      deposição de sedimentos finos, normalmente calcilutitos laminados e argilosos e esteiras algais..", sedimentos,57,67,8.0,32,330
calcilutitos,amod,B=ROCHA,"{'end_char': '426845', 'grafo': '#calcilutite', 'start_char': '426833'}",#calcilutite,"As planícies de sabkha se caracterizam      deposição de sedimentos finos, normalmente calcilutitos laminados e argilosos e esteiras algais..", calcilutitos,87,99,12.0,32,330
evaporitos,nmod,B=ROCHA,"{'end_char': '426984', 'grafo': '#evaporite', 'start_char': '426974'}",#evaporite,"A intensa evaporação, consequente    clima muito árido, se traduz    precipitação de evaporitos     poros e capilares    sedimentos inconsolidados..", evaporitos,85,95,13.0,33,331
sedimentos,nmod,B=NÃOCONSOLID,"{'end_char': '427020', 'grafo': '#unconsolidated_earth_material', 'start_char': '427010'}",#unconsolidated_earth_material,"A intensa evaporação, consequente    clima muito árido, se traduz    precipitação de evaporitos     poros e capilares    sedimentos inconsolidados..", sedimentos,121,131,17.0,33,331
evaporitos,nsubj,B=ROCHA,"{'end_char': '427055', 'grafo': '#evaporite', 'start_char': '427045'}",#evaporite,"Estes evaporitos formam, então, nódulos que podem, finalmente, obliterar totalmente a estrutura de seus hospedeiros..", evaporitos,6,16,1.0,34,332
estrutura,obj,B=ESTRUTURA_FÍSICA,"{'end_char': '427134', 'grafo': '#geological_structure', 'start_char': '427125'}",#geological_structure,"Estes evaporitos formam, então, nódulos que podem, finalmente, obliterar totalmente a estrutura de seus hospedeiros..", estrutura,86,95,15.0,34,332
Bacia,obl,B=BACIA,"{'end_char': '427196', 'grafo': '#BASE_CD_BACIA_116', 'start_char': '427191'}",#BASE_CD_BACIA_116,"O clima árido que se instalou    Bacia de Sergipe    Aptiano é evidenciado       centenas de metros de anidrita, halita, carnalita, silvinta e taquidrita componentes    Membro Ibura, preenchendo sub-O ciclo evaporítico aptiano .praticamente             com a precipitação    Anidrita Principal (fig. 2, intervalo 590-604 m),    forma de nódulos em um hospedeiro micrítico, com ampla distribuição    Alto de Aracaju..", Bacia de Sergipe,33,49,6.0,35,333
Aptiano,obl,B=UNIDADE_CRONO,"{'end_char': '427218', 'grafo': '#Aptian', 'start_char': '427211'}",#Aptian,"O clima árido que se instalou    Bacia de Sergipe    Aptiano é evidenciado       centenas de metros de anidrita, halita, carnalita, silvinta e taquidrita componentes    Membro Ibura, preenchendo sub-O ciclo evaporítico aptiano .praticamente             com a precipitação    Anidrita Principal (fig. 2, intervalo 590-604 m),    forma de nódulos em um hospedeiro micrítico, com ampla distribuição    Alto de Aracaju..", Aptiano,53,60,9.0,35,333
anidrita,nmod,B=ROCHA,"{'end_char': '427269', 'grafo': '#anhydrite', 'start_char': '427261'}",#anhydrite,"O clima árido que se instalou    Bacia de Sergipe    Aptiano é evidenciado       centenas de metros de anidrita, halita, carnalita, silvinta e taquidrita componentes    Membro Ibura, preenchendo sub-O ciclo evaporítico aptiano .praticamente             com a precipitação    Anidrita Principal (fig. 2, intervalo 590-604 m),    forma de nódulos em um hospedeiro micrítico, com ampla distribuição    Alto de Aracaju..", anidrita,103,111,16.0,35,333
halita,conj,B=ROCHA,"{'end_char': '427277', 'grafo': '#halite', 'start_char': '427271'}",#halite,"O clima árido que se instalou    Bacia de Sergipe    Aptiano é evidenciado       centenas de metros de anidrita, halita, carnalita, silvinta e taquidrita componentes    Membro Ibura, preenchendo sub-O ciclo evaporítico aptiano .praticamente             com a precipitação    Anidrita Principal (fig. 2, intervalo 590-604 m),    forma de nódulos em um hospedeiro micrítico, com ampla distribuição    Alto de Aracaju..", halita,113,119,18.0,35,333
carnalita,conj,B=ROCHA,"{'end_char': '427288', 'grafo': '#carnallite', 'start_char': '427279'}",#carnallite,"O clima árido que se instalou    Bacia de Sergipe    Aptiano é evidenciado       centenas de metros de anidrita, halita, carnalita, silvinta e taquidrita componentes    Membro Ibura, preenchendo sub-O ciclo evaporítico aptiano .praticamente             com a precipitação    Anidrita Principal (fig. 2, intervalo 590-604 m),    forma de nódulos em um hospedeiro micrítico, com ampla distribuição    Alto de Aracaju..", carnalita,121,130,20.0,35,333
taquidrita,amod,B=ROCHA,"{'end_char': '427311', 'grafo': '#tachyhydrite', 'start_char': '427301'}",#tachyhydrite,"O clima árido que se instalou    Bacia de Sergipe    Aptiano é evidenciado       centenas de metros de anidrita, halita, carnalita, silvinta e taquidrita componentes    Membro Ibura, preenchendo sub-O ciclo evaporítico aptiano .praticamente             com a precipitação    Anidrita Principal (fig. 2, intervalo 590-604 m),    forma de nódulos em um hospedeiro micrítico, com ampla distribuição    Alto de Aracaju..", taquidrita,143,153,24.0,35,333
Membro,nmod,B=UNIDADE_LITO,"{'end_char': '427333', 'grafo': '#membro_061', 'start_char': '427327'}",#membro_061,"O clima árido que se instalou    Bacia de Sergipe    Aptiano é evidenciado       centenas de metros de anidrita, halita, carnalita, silvinta e taquidrita componentes    Membro Ibura, preenchendo sub-O ciclo evaporítico aptiano .praticamente             com a precipitação    Anidrita Principal (fig. 2, intervalo 590-604 m),    forma de nódulos em um hospedeiro micrítico, com ampla distribuição    Alto de Aracaju..", Membro Ibura,169,181,26.0,35,333
aptiano,amod,B=UNIDADE_CRONO,"{'end_char': '427384', 'grafo': '#Aptian', 'start_char': '427377'}",#Aptian,"O clima árido que se instalou    Bacia de Sergipe    Aptiano é evidenciado       centenas de metros de anidrita, halita, carnalita, silvinta e taquidrita componentes    Membro Ibura, preenchendo sub-O ciclo evaporítico aptiano .praticamente             com a precipitação    Anidrita Principal (fig. 2, intervalo 590-604 m),    forma de nódulos em um hospedeiro micrítico, com ampla distribuição    Alto de Aracaju..", aptiano,219,226,33.0,35,333
Anidrita,nmod,B=ROCHA,"{'end_char': '427441', 'grafo': '#anhydrite', 'start_char': '427433'}",#anhydrite,"O clima árido que se instalou    Bacia de Sergipe    Aptiano é evidenciado       centenas de metros de anidrita, halita, carnalita, silvinta e taquidrita componentes    Membro Ibura, preenchendo sub-O ciclo evaporítico aptiano .praticamente             com a precipitação    Anidrita Principal (fig. 2, intervalo 590-604 m),    forma de nódulos em um hospedeiro micrítico, com ampla distribuição    Alto de Aracaju..", Anidrita,275,283,39.0,35,333
folhelhos,obj,B=ROCHA,"{'end_char': '427604', 'grafo': '#shale', 'start_char': '427595'}",#shale,"A ela              folhelhos e calcilutitos laminados, estes, por vezes, ricos em nódulos de anidrita (fig. 2, intervalo 560-590 m), conhecidos como “Dois Picos”..", folhelhos,19,28,2.0,36,334
calcilutitos,conj,B=ROCHA,"{'end_char': '427619', 'grafo': '#calcilutite', 'start_char': '427607'}",#calcilutite,"A ela              folhelhos e calcilutitos laminados, estes, por vezes, ricos em nódulos de anidrita (fig. 2, intervalo 560-590 m), conhecidos como “Dois Picos”..", calcilutitos,31,43,4.0,36,334
